run_tag,lambda_gb,g2,selfinteraction,a_mg,b_mg,chi0,coupling,perturbation,width,T,num_points_t,r_max,min_dr,max_dr,num_grid_points,wall_time_s,solver_success,t_crash,solver_message,has_solution,has_diagnostics,has_eft_diagnostics,size_bytes
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g232,0.0,32.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,16197.160654306412,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g233,0.0,33.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,4800.6417117118835,False,222.01424214024945,Required step size is less than spacing between numbers.,True,True,True,19324797
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g234,0.0,34.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,4463.096195936203,False,215.40234607533066,Required step size is less than spacing between numbers.,True,True,True,18769373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g235,0.0,35.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,5231.072701692581,False,208.41324776820198,Required step size is less than spacing between numbers.,True,True,True,18144521
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g24,0.0,4.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15428.430213451385,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g240,0.0,40.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,2949.944185256958,False,144.0722538072663,Required step size is less than spacing between numbers.,True,True,True,12590281
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g25,0.0,5.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15478.857722759247,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g250,0.0,50.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,2006.6022510528564,False,79.5545541093169,Required step size is less than spacing between numbers.,True,True,True,6966613
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g26,0.0,6.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15475.630620002747,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0555556_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.05555555555555555,2,217,8410.875789165497,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31398125
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0833333_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.08333333333333333,2,212,6313.92199921608,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,30678045
lgb0_mu0.08_a0_b0_amp-0.05_R3_dr0.0416667_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,13987.379122018814,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.05_R3_dr0.0416667_quadratic_0_g212,0.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,13990.682436704636,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.05_R3_dr0.0416667_quadratic_0_g22,0.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,11430.314210176468,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.05_R3_dr0.0416667_quadratic_0_g24,0.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14022.349661111832,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.05_R3_dr0.0416667_quadratic_0_g28,0.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14015.76343035698,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g20,0.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,11638.885477781296,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,11713.475416898727,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g212,0.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,11382.140694379807,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g22,0.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,11395.59621500969,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g24,0.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,11382.86864733696,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g28,0.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,11389.899708747864,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g20,0.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,11456.637051343918,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,643.8344762325287,False,40.83655644398859,Required step size is less than spacing between numbers.,True,True,False,1667237
lgb0_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g212,0.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,643.6476414203644,False,41.12611943088022,Required step size is less than spacing between numbers.,True,True,False,1667237
lgb0_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g22,0.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,864.9195175170898,False,52.45304003953587,Required step size is less than spacing between numbers.,True,True,False,2112437
lgb0_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g24,0.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,670.0631892681122,False,42.40235600693352,Required step size is less than spacing between numbers.,True,True,False,1730837
lgb0_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g28,0.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,642.9325532913208,False,41.00352069020822,Required step size is less than spacing between numbers.,True,True,False,1667237
lgb1.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.041666666666666664_linear,1.0,,0.08,0.0,0.0,0.15,linear,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,14720.28576040268,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813421
lgb1.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,14068.810711860657,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572129
lgb1.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.0625_linear,1.0,,0.08,0.0,0.0,0.15,linear,-0.02,3.0,800.0,1000,150,0.0625,2,216,12698.076309919357,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237357
lgb1.0_mu0.08_a0.0_b0.0_amp-0.05_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14220.694049358368,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb1.0_mu0.08_a0.0_b0.0_amp-0.1_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,14369.930775880814,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb1.0_mu0.08_a0.0_b0.0_amp-0.5_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,15006.693370103836,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb1.0_mu0.08_a0.0_b0.0_amp-1.0_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.0,0.0,0.15,quadratic_0,-1.0,3.0,800.0,1000,150,0.041666666666666664,2,220,86.61431956291199,False,0.7024314299051603,Required step size is less than spacing between numbers.,True,True,False,45193
lgb1.0_mu0.08_a0.1_b0.2_amp-0.02_R3.0_dr0.03125_quadratic_0,1.0,,0.08,0.1,0.2,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.03125,2,222,22366.566056489944,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32101473
lgb1.0_mu0.08_a0.1_b0.2_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.1,0.2,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,14019.160505771637,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb1.0_mu0.08_a0.2_b0.4_amp-0.02_R3.0_dr0.03125_quadratic_0,1.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.03125,2,222,20160.25227713585,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32101473
lgb1.0_mu0.08_a0.2_b0.4_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,1.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,18864.329969406128,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb1.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,1.0,1.0,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,478.44870805740356,False,20.934758204589574,Required step size is less than spacing between numbers.,True,True,False,856613
lgb1.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,1.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,9724.759243011475,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237357
lgb1.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,1.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9055.65427851677,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb1.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_50,1.0,,0.08,0.2,0.4,0.15,quadratic_50,-0.02,3,800.0,1000,150,0.0625,2,216,9552.935870885849,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb1.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,1.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,10588.799582242966,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb10.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,10.0,,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,10025.039473295212,,,The solver successfully reached the end of the integration interval.,True,True,False,27780356
lgb10.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,10.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,282.0267024040222,False,2.1872677244772407,Required step size is less than spacing between numbers.,True,True,False,107517
lgb10.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,10.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,10640.52366065979,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb10.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,10.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,9721.590657711029,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb10.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,10.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,252.1499617099762,False,3.7110877489818757,Required step size is less than spacing between numbers.,True,True,False,169449
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,10.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11725.831318855286,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90588861
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20_rmax100,10.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,100.0,0.041666666666666664,2,148,8147.45982837677,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,60995393
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,10.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,12335.13172507286,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90588861
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g212,10.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11410.771390199661,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31830173
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g214,10.0,14.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,12167.568469524384,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31830173
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g216,10.0,16.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11370.8881919384,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31830173
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g218,10.0,18.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11377.692154884338,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31830173
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g22,10.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11624.562955856323,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,10.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11372.8992562294,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31830173
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g24,10.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11433.973210334778,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g26,10.0,6.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,159.2906322479248,False,7.475042514543782,Required step size is less than spacing between numbers.,True,True,True,930453
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,10.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11413.149681329727,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb10_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,10.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11465.812923908234,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb11.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,11.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,12369.21126794815,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb11.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,11.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,1180.1666553020477,False,3.895896230087379,Required step size is less than spacing between numbers.,True,True,False,169449
lgb11_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,11.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11380.780772924423,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb11_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g20,11.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,4834.742477655411,False,333.36037386193453,Required step size is less than spacing between numbers.,True,True,False,13274265
lgb12.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,12.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,10864.300226449966,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb12.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,12.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,728.4653995037079,False,3.8363687254472483,Required step size is less than spacing between numbers.,True,True,False,169449
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,12.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,234.69964170455933,False,3.5775191382304254,Required step size is less than spacing between numbers.,True,True,True,477065
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g212,12.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,449.3869776725769,False,3.5681528147529096,Required step size is less than spacing between numbers.,True,True,False,172637
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g216,12.0,16.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,1281.6536557674408,False,3.468411565662292,Required step size is less than spacing between numbers.,True,True,False,172637
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,12.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,165.96918606758118,False,3.2965919437224582,Required step size is less than spacing between numbers.,True,True,False,172637
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g24,12.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,222.9065911769867,False,3.4663847724651435,Required step size is less than spacing between numbers.,True,True,False,172637
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,12.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,152.0885887145996,False,3.506905778500943,Required step size is less than spacing between numbers.,True,True,False,172637
lgb12_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g20,12.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,5151.253973007202,False,334.0593437995902,Required step size is less than spacing between numbers.,True,True,True,37873417
lgb13.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,13.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,182.696711063385,False,3.7894965986768177,Required step size is less than spacing between numbers.,True,True,False,169449
lgb13.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,13.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,379.83360481262207,False,3.7192886163331953,Required step size is less than spacing between numbers.,True,True,False,169449
lgb13_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g20,13.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,4752.743723630905,False,331.22545536973297,Required step size is less than spacing between numbers.,True,True,False,13210665
lgb14.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,14.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,153.3471314907074,False,3.493859021912811,Required step size is less than spacing between numbers.,True,True,False,169449
lgb14.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,14.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,211.09549951553345,False,3.4927868986341157,Required step size is less than spacing between numbers.,True,True,False,169449
lgb14_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g20,14.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,4764.493074893951,False,331.20862911707445,Required step size is less than spacing between numbers.,True,True,False,13210665
lgb15.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,15.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,180.683256149292,False,3.5002873417553326,Required step size is less than spacing between numbers.,True,True,False,169449
lgb15.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,15.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,189.7132453918457,False,3.5418037089113072,Required step size is less than spacing between numbers.,True,True,False,151675
lgb15.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,15.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,465.5013530254364,False,3.2831962848007636,Required step size is less than spacing between numbers.,True,True,False,169449
lgb15_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g20,15.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,4767.473431348801,False,330.9719449250651,Required step size is less than spacing between numbers.,True,True,True,37511225
lgb16.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,16.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,1078.6614339351654,False,3.79162885800363,Required step size is less than spacing between numbers.,True,True,False,169449
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,16.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,612.4985253810883,False,3.3448398589926613,Required step size is less than spacing between numbers.,True,True,False,172637
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g212,16.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,660.6953818798065,False,3.4736950424207014,Required step size is less than spacing between numbers.,True,True,False,172637
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g216,16.0,16.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,371.2174527645111,False,3.3696920134443253,Required step size is less than spacing between numbers.,True,True,False,172637
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,16.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,541.5313160419464,False,3.6350208029988393,Required step size is less than spacing between numbers.,True,True,False,172637
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g24,16.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,363.1588764190674,False,3.3872313799148928,Required step size is less than spacing between numbers.,True,True,False,172637
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,16.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,1838.3303170204163,False,3.5228096303664764,Required step size is less than spacing between numbers.,True,True,False,172637
lgb16_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g20,16.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,4865.286114692688,False,327.69260259832424,Required step size is less than spacing between numbers.,True,True,False,13051665
